user_id,top10_recommendations,groundtruth
4277,"[1240, 858, 2571, 1387, 1079, 2762, 32, 235, 3418, 2997]","[2583, 1079, 3418, 2699, 1003, 1640, 3769, 2294, 441, 1130, 2983, 1860, 2043, 720, 2997, 1023, 2615, 3484, 3444, 435, 1921, 3189, 1211, 2846, 2993, 349, 1084, 570, 3099, 2836, 1459, 1546, 29, 731, 2533, 380, 2767, 2663, 1395, 1186, 2571, 394, 2693, 346, 1923, 3915, 1240, 1132, 1387, 3526, 2692, 858, 3005, 900, 3929, 1682, 1262, 3783, 2852, 3725, 32, 2193, 3345, 3328, 2697, 2393, 1290, 2384, 936, 464, 2357, 2068, 3225, 2762, 3062, 3527, 1120, 2991, 2268, 1295, 1301, 2344, 2539, 1258, 2071, 2493, 1230, 3731, 1046, 1310, 329, 2101, 1095, 3489, 1123, 347, 2282, 1271, 600, 3635, 1376, 1690, 2505, 2414, 3949, 678, 3183, 223, 1951, 2686, 1083, 1179, 67, 316, 3547, 508, 1601, 1055, 1517, 1730, 3896, 407, 3771, 1185, 368, 3219, 3677, 3625, 1649, 183, 2606, 1373, 3213, 2, 2058, 3135, 2374, 3521, 1964, 2872, 493, 2804, 146, 2551, 1500, 3701, 3763, 1371, 1960, 3040, 147, 2311, 3660, 841, 1333, 3150, 2968, 166, 1317, 2023, 1299, 2376, 2668, 990, 1671, 1212, 13, 3095, 314, 2943, 208]"
175,"[1196, 1136, 1197, 50, 1270, 1265, 1, 858, 2797, 2028]","[1, 2384, 1641, 1094, 3100, 902, 2628, 1197, 2712, 2144, 1196, 3671, 1090, 900, 2797, 1089, 25, 1193, 551, 2097, 1268, 538, 2908, 1044, 1293, 1673, 1952, 1961]"
425,"[1196, 260, 2918, 1270, 318, 1240, 593, 1197, 858, 1307]","[593, 50, 2161, 1270, 410, 1263, 2064, 2028, 1953, 1680, 104, 858, 1307, 1589, 2011, 2000, 2124]"
1584,"[1136, 50, 2918, 1036, 2028, 1097, 527, 1394, 541, 1307]","[2023, 2641, 3863, 223, 1377, 3510, 3147, 3253, 3020, 3358, 3331, 1845, 527, 3499, 1228, 1036, 2502, 2329, 3539, 2261, 1148, 348, 246, 1370, 2918, 2028, 1372, 3175, 3114, 3007, 2973, 1394, 663, 1136, 162]"
1912,"[858, 296, 1136, 1208, 3471, 1197, 1097, 541, 1247, 1394]","[2726, 3471, 235, 1517, 858, 2791, 1997, 535, 2847, 1, 2160, 3868, 3783]"
4021,"[1197, 1210, 1097, 2000, 1278, 1079, 1304, 589, 1307, 2791]","[2470, 1235, 830, 2377, 1129, 1394, 3108, 1665, 3501, 434, 3700, 2532, 3809, 3771, 3671, 2401, 1097, 3548, 3488, 589, 2111, 2247, 3740, 674, 1083, 2404, 2144, 2667, 1067, 1226, 3520, 2033, 3759, 1371, 2124, 1303, 1937, 500, 2405, 2991, 1278, 1079, 2804, 2006, 3697, 922, 1028, 3834, 3406, 2746, 1963, 1307, 616, 70, 3814, 1276]"
671,"[318, 1221, 2571, 1270, 1265, 3471, 1097, 1210, 1206, 1036]","[318, 1272, 1262, 3863, 1245, 1079, 337, 2064, 922, 1261, 1238, 1270]"
816,"[1196, 1198, 1136, 1197, 1097, 541, 2571, 1210, 858, 1]","[1371, 1198, 1254, 1220, 2797, 1393, 1258, 1321, 317, 2393, 3814, 924, 1136, 1288]"
4573,"[858, 1208, 1136, 260, 3471, 1247, 1198, 1196, 296, 593]","[1254, 3478, 1129, 969, 1152, 3733, 1466, 3361, 1997, 2770, 3148, 3730, 1230, 1220, 590, 3038]"
4459,"[593, 1198, 1136, 50, 1197, 260, 1, 1079, 858, 2762]","[1257, 858, 1885, 1923, 1952, 1079, 3608, 671, 3176, 1208, 1223, 1968, 2028, 1095, 1221, 2395, 356, 593]"
4568,"[1198, 593, 2762, 296, 1265, 2571, 1097, 1, 527, 1240]","[2174, 2001, 2022, 1959, 3186, 3615, 1176, 2762, 3408, 1719, 2959, 1947, 2390, 233, 1175, 11, 3763, 3174, 195, 2125]"
3525,"[1196, 2571, 318, 2762, 1197, 1089, 1240, 2028, 1270, 527]","[1197, 3535, 3786, 70, 318, 3264, 3755, 3863, 2125, 253]"
2018,"[858, 1247, 750, 1304, 3471, 296, 1270, 3363, 1079, 1240]","[252, 899, 1285, 1237, 900, 3365, 580, 1228, 348, 3675, 3256, 858, 1449, 3654, 3338, 1276, 590, 1230, 1247, 750, 1250, 2797, 536, 3809, 2068, 1547, 1937, 2527, 781, 3066, 3769, 2287, 3448, 1207, 3789, 1079, 3552, 3671, 39, 2981, 3203, 1354, 1212, 2731, 3471]"
5109,"[1198, 1197, 1136, 1240, 1265, 1, 1210, 858, 2797, 318]","[2080, 1198, 1079, 2098, 1947, 3408, 2115, 2001, 3675, 969]"
5414,"[1240, 1196, 1198, 260, 2571, 1270, 1210, 1387, 2918, 1136]","[1270, 3702, 380, 1653, 2105, 2005, 2746, 2792, 2003, 1394, 2606]"
2537,"[858, 2918, 527, 589, 2762, 1079, 3471, 356, 2194, 1208]","[3301, 2948, 858, 1079, 2359, 2949, 678, 508, 1304, 908, 2947, 3147, 1207, 1261, 2395, 356, 527, 1250, 543, 1500, 3928, 1080, 1711, 3543]"
4122,"[260, 593, 858, 318, 50, 1270, 2571, 1240, 1394, 1079]","[3174, 72, 522, 750, 858, 3671, 2058, 1834, 1394, 2355, 551, 1079, 3358, 1387, 1036, 3424, 471, 3809, 2243, 2571, 1711, 2502, 1449, 39, 2596, 246, 2759, 1649, 2395]"
1343,"[260, 1196, 1270, 1197, 1240, 1307, 3471, 1208, 2797, 2571]","[1968, 2384, 1952, 1230, 1206, 1270, 3863, 1103, 1208, 1304, 2000, 3135, 1247, 1263, 2463, 2792, 1196, 3653, 2866, 1307, 2788, 2966, 2102, 3060, 924, 3169, 2863, 3359]"
4139,"[318, 50, 1704, 2762, 1265, 2028, 1198, 1196, 1089, 2997]","[728, 3614, 2762, 2272, 3176, 590, 539, 1694, 1885, 50, 3081, 2686, 373, 490, 337, 778, 3105, 2912, 3175, 246, 1356, 2391, 1680, 1183, 551, 147, 2997, 806, 21, 2028, 1280, 536, 428, 1633, 2071, 647]"
307,"[923, 858, 750, 1208, 1136, 1304, 260, 593, 1230, 1193]","[1069, 1262, 929, 1148, 1208, 1333, 898, 678, 1103, 529, 1193, 858, 1964, 1304, 750, 1206, 3468, 1785, 3359, 589, 943, 1172, 3362, 318, 926, 2804, 3196, 1238]"
5323,"[260, 858, 1136, 296, 593, 1197, 1270, 50, 1208, 318]","[1050, 1080, 3424, 2761, 3680, 134, 2859, 1392, 858, 2502, 2968, 1278, 2935, 1263, 898, 3703, 1281, 1175]"
5847,"[1270, 1240, 2000, 2918, 1, 1136, 589, 1265, 356, 1220]","[778, 2375, 514, 2959, 555, 597, 471, 2021, 3489, 2406, 2248, 2000, 1394, 2111, 1591, 2918, 1589, 1961, 2001, 1425, 2997, 2124, 1093, 1387, 1246, 2134, 2405, 150, 410, 2139, 1, 1653, 2161, 1968, 2943, 2268]"
1698,"[260, 593, 1208, 50, 318, 1265, 1240, 527, 2997, 3471]","[2068, 1212, 3702, 568, 3913, 39, 2600, 1997, 3040, 3751, 14, 1222, 318, 2696, 3730, 1395, 908, 1208, 2435, 3783, 2505, 2762, 2997, 1223, 1138, 1883, 2012, 3508, 3090, 3858, 2302, 2739, 2393, 2102, 3794, 1475, 2734, 1446, 2692, 3111, 600, 3201, 265, 1265, 593, 232, 1884, 308, 1945, 1648, 922, 1093, 2948, 1249, 2387, 2730, 1747, 3527, 2712, 951, 1263, 263, 17, 1250, 2843, 3811, 2117, 2283, 2361, 3148, 2000, 82, 260, 2624, 3747, 50, 155, 3629, 2345, 1303, 3639, 1279, 2159, 2918, 2467, 2384, 1094, 2160, 2697, 3114, 1090, 2161, 1804, 535, 112, 2021, 58]"
5675,"[1240, 1270, 858, 1197, 1265, 2000, 1291, 2762, 750, 356]","[3811, 1207, 2819, 858, 3230, 1959, 1717, 3090, 2268, 3751, 2115, 1961, 3360, 3137, 2956, 150, 1090, 3701, 745, 3275, 1589, 2000, 1231, 1370, 920, 1227, 3363, 3361, 1299, 1632, 2804, 380, 3671, 3763, 1923, 1209, 3204, 2762, 1240, 372, 1770]"
2926,"[1, 593, 2571, 1393, 1196, 1198, 2028, 1270, 1923, 260]","[500, 357, 342, 1120, 3809, 1821, 920, 1148, 1517, 1635, 141, 208, 3148, 1648, 3006, 203, 532, 1092, 2571, 2353]"
5535,"[1198, 858, 1136, 1240, 318, 2571, 50, 1221, 1270, 1097]","[1278, 1729, 2628, 1089, 1148, 1094, 2401, 1265, 858, 2076, 745, 1220, 1293, 1246, 1231, 1280, 1221, 1222]"
1255,"[593, 318, 50, 527, 1198, 260, 2396, 858, 1197, 1394]","[3751, 223, 923, 3448, 1171, 2693, 2607, 318, 515, 3793, 1968, 372, 351, 39, 593, 3911, 11, 522]"
5676,"[2571, 1270, 296, 1240, 318, 593, 1136, 2918, 2028, 589]","[1747, 1215, 3114, 1148, 2502, 543, 2997, 1193, 1057, 2395, 144]"
3445,"[1198, 750, 1240, 1197, 296, 858, 50, 1, 2997, 1208]","[1197, 2174, 1215, 1254, 2997, 2681, 2064, 50, 307, 929, 2935, 3429, 2761, 1, 951, 1231, 2089]"
1639,"[1198, 1196, 356, 527, 1197, 1210, 1704, 1610, 858, 2194]","[2409, 1673, 3751, 2391, 1466, 2908, 2352, 2772, 541, 1198, 2959, 3682, 2002, 562, 2115, 3702, 1129, 1278, 3317, 223, 3624, 1594, 150, 428, 1513, 3040, 356, 1544, 3421, 337, 479, 342, 2590, 553, 3498, 3671, 3219, 1552, 2912, 3147, 1304, 3623, 1354, 1719, 3420, 1680, 3527, 1704]"
4682,"[296, 318, 1270, 1265, 1097, 1, 1208, 1307, 2396, 1247]","[3858, 2395, 1188, 3398, 3317, 1730, 1084, 3006, 172, 1223, 3479, 1303, 663, 581, 2607, 902, 3700, 1834, 2132, 1391, 1356, 3507, 2401, 3020, 802, 2912, 2139, 1285, 3318, 3658, 1914, 1953, 2406, 509, 141, 2692, 1635, 562, 2801, 1208, 2333, 272, 1440, 2312, 2600, 2140, 2951, 1641, 2730, 2734, 155, 329, 3702, 3681, 1265, 2393, 508, 1447, 1682, 1639, 1, 3183, 1162, 327, 2297, 1206, 3841, 3911, 1247, 1897, 1794, 318, 2883, 235, 969, 3905, 3347]"
4867,"[593, 1265, 1097, 50, 1307, 1210, 858, 1291, 2028, 2997]","[1961, 720, 58, 3174, 348, 1333, 2414, 1960, 223, 2395, 3044, 3745, 3499, 1307, 3864, 2076, 1171, 3527, 3568, 2193, 1210, 247, 500, 3418, 2325, 2997, 3342, 1265, 3821, 316, 2138, 1293, 327, 1271, 1097, 3300, 539, 2060, 1279, 2951, 1405, 1289, 1641, 3521, 1288, 2628, 2106, 923, 858, 3671, 1673, 2110, 1179, 1276, 2124, 3614, 3703, 2641, 112, 50, 1220, 1280, 2291, 10, 3398, 235, 2598, 1689, 21, 1150, 593]"
839,"[1240, 1197, 2918, 1394, 1208, 2997, 1210, 1704, 2791, 1291]","[2116, 3421, 372, 3129, 1197, 2905, 2414, 300, 1682, 2810, 2677, 2391, 1747, 1210, 493, 1394, 3827, 1965, 104, 1291, 1047, 2384, 1278, 1258, 3671, 954, 1204, 2054, 2390, 1594, 2997, 3701, 1663, 1704, 648, 2951, 1240, 1161, 2377, 235, 3396, 1250, 1573, 62, 2403, 1377, 2337, 3272, 342, 2076, 380, 3148, 3740, 3256, 2311, 661, 991, 1246, 2371, 1293, 1641, 1179, 3897, 2134, 3915, 1401, 348, 1500, 2912, 3105, 1208]"
3216,"[1136, 858, 593, 1208, 318, 260, 1196, 50, 527, 1198]","[1, 3260, 337, 318, 232, 3072, 921, 1197, 924, 2697, 247, 3811, 1172, 1437, 32, 2202, 1885, 2333, 446, 348, 1653, 551, 593]"
402,"[1198, 296, 1394, 260, 318, 50, 1097, 858, 527, 2571]","[2000, 1179, 3361, 3052, 1220, 1222, 597, 2507, 21, 2395, 3536, 3468, 1500, 356, 2194, 1247, 1747, 348, 296, 50, 3359, 70, 1394, 527, 1799, 3897]"
3414,"[1210, 2028, 356, 3527, 2406, 2918, 2115, 3471, 296, 1220]","[2947, 1047, 2406, 161, 3793, 1500, 2115, 3763, 2693, 653, 3471, 2278, 1210, 173, 1722, 329, 3623, 2, 2028, 356, 316, 1379, 1777]"
3900,"[2000, 1097, 593, 1610, 1968, 2194, 3448, 2791, 1387, 1704]","[357, 169, 2144, 1968, 1945, 2671, 2115, 2841, 858, 3623, 3005, 2161, 3614, 2000, 3060, 2405, 1031, 3526, 648, 3363, 593, 1894, 342, 1379]"
3985,"[296, 1265, 1704, 50, 1307, 1198, 1358, 858, 260, 1196]","[1092, 246, 207, 969, 539, 314, 296, 1704, 1184, 3819, 1446, 131, 96, 3788, 3567, 2359, 3275, 3077, 1719, 3358, 3653, 3783, 263, 1179, 1500, 1042, 475, 2247, 3568, 1669, 652, 1312, 309, 334, 878, 306, 3755]"
1635,"[1196, 296, 593, 2918, 1097, 589, 50, 2028, 2194, 2797]","[3424, 2968, 2325, 3340, 610, 589, 11, 778, 306, 25, 1297, 2371, 1221, 2540, 1207, 1405, 3526, 2797, 553, 3018, 1588, 2294, 3082, 2470, 1278, 1968, 593, 1097, 2505, 1552, 1249, 3266, 2467, 1222, 1215, 2710, 3429, 3030, 1591, 296, 3213, 1196, 1573, 1129, 1089, 1250, 349, 3671, 2186, 1080, 50, 2028, 1212, 1302, 2108, 720, 3397, 380, 249, 1732]"
3641,"[858, 260, 318, 1208, 50, 1036, 1097, 1387, 1197, 3471]","[1732, 2819, 1600, 2268, 1965, 858, 1051, 2571, 1635, 3836, 3210, 3681, 451, 1690, 147, 2403, 2028, 507, 3363, 1089, 553, 3264, 2109, 555, 529, 1663, 50, 1262, 3359, 3682, 647, 1090, 2111, 260, 628, 3706, 1387, 923, 2021, 3688, 1208, 1673, 585, 1466, 1129, 337, 2347, 3551]"
3574,"[260, 1198, 1196, 1136, 296, 593, 1270, 858, 2762, 2571]","[3814, 3083, 3175, 3809, 1732, 3326, 2374, 3794, 3501, 1090, 3649, 2340, 3811, 3147]"
1922,"[260, 1196, 318, 296, 1136, 2797, 1210, 2028, 589, 1394]","[2797, 1845, 316, 3396, 2057, 539, 3451, 1394, 2352, 1395, 3893, 1968, 296, 21, 2248, 1729, 858, 2186, 1777, 1094, 3044, 2997, 260, 924, 745, 1235, 3045, 3421, 356, 2533, 2006]"
2409,"[1270, 1196, 260, 1307, 2918, 1036, 2797, 2000, 1240, 1197]","[1939, 1247, 2243, 1246, 3510, 2144, 3755, 2405, 2918, 1240, 3189, 3591, 527, 1270, 2797, 2028, 2005, 1299, 3448]"
2685,"[1198, 260, 1240, 1307, 858, 1136, 593, 1291, 318, 2194]","[3555, 3066, 1957, 318, 1302, 858, 3733, 3408, 357, 2194, 2396, 164, 39, 260, 1291, 3040, 1198]"
1399,"[2571, 1198, 296, 589, 50, 2028, 1136, 32, 1, 1097]","[3421, 1722, 1394, 1136, 2028, 2019, 296, 1387, 2144, 589, 1968, 1193, 50, 2797, 2174, 2571, 3300, 3763, 2064, 356, 2141, 543, 2058, 2005, 32]"
3945,"[1270, 318, 1197, 1136, 1240, 527, 2918, 2797, 296, 1036]","[597, 2099, 1023, 1527, 1291, 2657, 1410, 1161, 3801, 296, 1923, 2872, 3251, 1399, 1939, 2739, 2023, 527, 357, 1610, 1997, 2124, 2174, 141, 368, 3169, 2863, 337, 2747, 2080]"
2030,"[750, 858, 1198, 1196, 1247, 1278, 1270, 1079, 593, 1387]","[2132, 1196, 1247, 3681, 2973, 750, 3836, 1089, 1096, 2530, 3447, 2099, 2022, 50, 296, 1732, 3775, 1226, 3033, 2139, 551, 3910, 1305, 3093, 1161, 1376, 3196, 3629, 589, 2285, 2746, 2038, 1217, 1103, 1997, 3347, 661, 2076, 1387, 929, 1446, 920, 3365, 593, 3362, 858, 2048, 1186, 3062, 1198, 3397, 3030, 3467, 446, 1690, 2098, 3159, 1265, 553, 1238]"
889,"[750, 1136, 1198, 527, 1278, 1193, 1394, 1197, 1097, 1304]","[1046, 899, 3361, 2000, 955, 1960, 2068, 1299, 3760, 1204, 514, 1957, 2951, 1176, 1186, 1090, 3811, 3083, 1934, 1874, 714, 1227, 907, 1097, 2554, 1136, 920, 1944, 1393, 1354, 306, 3011, 1304, 3175, 1278, 1217, 1968, 3359, 3099, 3264, 3499, 3819, 2788]"
5915,"[1196, 1198, 1270, 1197, 2028, 2918, 2762, 1036, 1291, 527]","[3255, 1089, 1953, 2028, 527, 3450, 539, 482, 590, 1090, 3147, 1641, 1196, 2406, 161, 2359, 2772, 2236, 1197, 1206, 1393, 3019]"
5736,"[260, 1196, 1198, 858, 750, 1197, 1270, 318, 527, 50]","[1270, 1147, 954, 899, 2240, 1196, 3175, 260, 1961, 50, 1639, 2571, 1610, 924, 527, 3091]"
5044,"[1079, 1270, 1136, 1394, 260, 1198, 1196, 593, 858, 318]","[3105, 1300, 3006, 3359, 2469, 58, 2696, 2791, 3402, 3498, 2240, 3421, 3473, 1198]"
4238,"[1196, 1036, 858, 541, 1210, 296, 589, 1097, 1291, 2028]","[2683, 2790, 2058, 3498, 3543, 1376, 2657, 1961, 2255, 2204, 112, 1997, 1097, 3366, 1036, 1653, 431, 296, 1449, 2410, 3107, 2918, 1215, 2530, 1221, 1968, 1302, 288, 1391, 2311, 1129, 2117, 2851, 1262, 3256, 1196, 2797, 1079, 2949, 678, 3062, 3653, 2150, 923, 3499, 3635, 541, 3253, 589, 3420, 858, 2762, 2028, 2951, 438, 3175, 1573, 2406, 1090, 1405, 3032, 490, 2009]"
3853,"[1036, 1270, 1291, 593, 2028, 480, 2194, 1265, 858, 541]","[2161, 2109, 1193, 1265, 1276, 1250, 3300, 593, 3471, 1100, 3671, 3793, 466, 724, 1291, 2947, 2138, 2278, 2002, 2333, 1527, 471, 1394, 1517, 3703, 2997, 2028, 858, 1215, 480, 1307, 3809, 2657, 1732, 1036, 104, 18]"
4817,"[260, 1198, 593, 296, 527, 858, 2028, 1197, 1097, 1270]","[260, 1288, 246, 1183, 2677, 1741, 1136, 3114, 1307, 1197, 161, 3095]"
377,"[260, 1240, 2571, 318, 858, 589, 1, 1265, 2918, 2000]","[2186, 1220, 2268, 1333, 1278, 924, 2797, 1206, 3639, 858, 1262, 260, 1089, 2746]"
5140,"[1240, 1036, 2571, 1307, 2797, 1, 2194, 589, 296, 590]","[11, 2628, 2641, 1, 1722, 2882, 1839, 647, 2150, 3114, 1376, 2788, 2353, 1136, 3033, 2006, 1079, 2463, 3255, 1704, 1246, 1372]"
5077,"[858, 296, 1136, 260, 593, 1196, 50, 1394, 1221, 1240]","[1333, 3093, 541, 1394, 25, 334, 574, 3201, 593, 1997, 926, 3783, 164, 1258, 1464, 215, 1913, 922, 296, 152, 2964, 1273, 2391]"
2168,"[296, 1136, 1265, 1196, 1198, 1270, 593, 318, 2571, 1]","[32, 1148, 2539, 1425, 1640, 63, 3072, 1273, 1207, 1694, 1196, 1136, 2712, 203, 1884, 39, 356, 2359, 2395, 2109, 1641, 518, 3683, 2686, 1449, 2947, 543, 3793, 1235, 2936, 2571]"
4006,"[1291, 1197, 480, 1097, 3527, 1387, 2028, 1220, 1136, 2918]","[2947, 1544, 2002, 2944, 2046, 3052, 1136, 2993, 2028, 10, 1079, 671, 196, 32, 2193]"
1087,"[2571, 296, 1, 1265, 589, 2762, 1079, 750, 1394, 1220]","[32, 1212, 1093, 1653, 1204, 2791, 3108, 296, 924, 1500, 3897, 908, 2105, 2762, 1449, 1380, 1222, 3179, 3421, 3706, 515, 3148, 728, 750, 2961, 902, 1293, 3911, 2355, 1610, 2116, 1358, 2396, 589, 920, 2144, 705, 3185, 1, 2064]"
2880,"[1394, 1240, 593, 2918, 1265, 50, 318, 1097, 1221, 527]","[1610, 1047, 52, 1965, 778, 2110, 29, 2005, 3421, 2275, 1175, 1297, 25, 2361, 2918, 112, 1148, 2109, 1220, 3361, 1280, 3078, 1500, 2303]"
2215,"[296, 318, 1196, 1198, 260, 1089, 1240, 2997, 1036, 589]","[1198, 1089, 3527, 1249, 318, 527, 296, 3556, 2329, 1394, 2997, 25, 555]"
5273,"[750, 908, 1394, 260, 1198, 3363, 1221, 1193, 1276, 3471]","[1299, 1279, 1125, 1094, 2935, 3019, 1069, 2355, 2282, 3091, 900, 908, 21, 914, 1, 1179, 2920, 921, 2150, 3201, 2390, 922, 2019, 590, 1395, 3363, 1228, 750, 3090, 1394, 1250]"
2777,"[1270, 1, 1198, 593, 2000, 1704, 260, 2797, 1291, 1240]","[1020, 1639, 3324, 3388, 3146, 1610, 3243, 527, 2142, 1500, 2108, 3255, 252, 2012, 1845, 14, 2161, 1198, 1270, 593, 1442, 1092, 150, 1271, 480, 3689, 19, 2671, 1704, 1542, 3259, 3020, 1876, 316, 2997, 216, 2403, 372, 2000, 438, 2395, 204, 2735, 2296, 1732, 2502, 516, 230, 2470, 2382, 224, 3450, 544, 3041, 3809, 3256, 317, 852, 2797, 1682, 3361, 280, 2006, 3120, 2539, 700, 524, 1047, 2002]"
4732,"[1196, 1036, 1210, 1291, 318, 1610, 1265, 1220, 924, 2791]","[969, 3703, 1220, 3508, 314, 2804, 2278, 2139, 2275, 1500, 1196, 1291, 3362, 1965, 2099, 2012, 1008, 2949, 1223, 3543, 2391, 1249, 2912, 920, 2459, 2944, 3706, 2287, 3551, 1262, 735, 2527, 2011, 2396, 924, 1480, 1036, 2525, 2641, 3671, 3018, 3701, 1148, 2968, 1184, 3740, 1379, 1204]"
1142,"[593, 296, 1198, 2028, 2571, 1196, 1393, 1704, 527, 260]","[344, 3555, 3100, 2699, 508, 2023, 593, 1892, 2908, 1291, 2712, 589]"
5831,"[1197, 1307, 2797, 527, 2028, 1387, 2762, 589, 1278, 1208]","[951, 1197, 1923, 253, 2762, 2108, 3819, 2959, 529, 3114, 1307, 280, 708, 1183, 3087, 2424, 1186, 2144, 1965, 1208, 553, 2302, 2474, 3044, 2524, 2874, 3347, 3267, 3102, 2726, 2082, 1663, 2470, 527, 1693, 2804, 2966, 3451, 1178, 282, 2797, 923, 720, 2012, 3507, 2889, 2141, 3358, 1041, 3107, 2117, 3062, 1484, 3147, 3684, 1438, 1081, 1635, 349, 1220, 3501, 365, 1028, 381, 2341, 356, 3608, 1246, 3916, 1302, 39, 3260, 2409, 1193, 3448, 1231, 2161, 3098, 2262, 2991, 2672, 123, 1148, 1050, 3072, 2527, 1286, 2788, 2993, 589, 2272, 1278, 1333, 2947, 1387, 2989, 3801, 2186, 450, 3510, 745, 954, 2819, 112, 3897, 750, 1083, 150, 1641, 480, 3204, 2471, 900, 3450, 161, 2266, 3326, 2796, 3005, 2370, 2028, 1215, 3422, 1834, 1588, 2390, 1621, 3548, 316]"
3072,"[318, 296, 1198, 858, 593, 1307, 1136, 1265, 1097, 923]","[1186, 3629, 1094, 306, 2064, 342, 1270, 307, 159, 3424, 2739, 3108, 1300, 902]"
1861,"[260, 1198, 1136, 318, 1036, 1210, 1265, 527, 1387, 1221]","[318, 1210, 1226, 1704, 1923, 3654, 1682, 1276, 1997, 786, 2333, 2819, 2353, 3735, 349, 2762, 1221, 3256, 3897, 2501, 597, 902, 1957, 3361, 260, 3360, 1198, 2948, 1589, 1641, 3169, 317, 150, 3751]"
4578,"[1036, 50, 2918, 1265, 1291, 1393, 1136, 1220, 1394, 1090]","[3107, 1036, 50, 3274, 1393, 2353, 161, 1722, 3159, 1493, 2263, 3108, 223, 1834, 3499, 2402, 3147, 3249, 678, 1517, 2736, 3478, 1663, 3677, 2065, 1263, 11, 2109, 1215, 1717, 529, 1120, 647, 349, 292, 1304, 1729, 1247, 266, 1220, 1466, 778, 141, 1288, 1799, 428, 3060, 3019, 2352, 3052, 72, 1840, 799, 441]"
17,"[1240, 1198, 1097, 1197, 1136, 1036, 1, 858, 480, 1265]","[2021, 1240, 2311, 3375, 1265, 3147, 480, 2011, 300, 2377, 1921, 3033, 3713, 1610, 1185, 1527, 628, 707]"
5938,"[1196, 296, 593, 1136, 50, 1270, 1265, 858, 318, 750]","[1875, 3253, 2395, 50, 1210, 441, 2186, 1148, 1223, 3683, 2693, 342, 1391, 144, 2683, 1185, 3424, 29, 1885, 2692, 2005, 3317]"
754,"[2571, 1196, 296, 527, 50, 1210, 1270, 2000, 1291, 1197]","[1262, 527, 3513, 3484, 3755, 2001, 1304, 2396, 2501, 3185, 3219, 3499, 434, 2571, 1276, 648]"
3539,"[1196, 1136, 1079, 2028, 3471, 1923, 1387, 2997, 1393, 1704]","[898, 2379, 3210, 1947, 3423, 2064, 1245, 1297, 85, 1258, 3527, 305, 2, 1493, 543, 539, 969, 3868, 1404, 2947, 506, 494, 2106, 2115, 3081, 180, 708, 1590, 3240, 663, 2301, 902, 585, 372, 282, 3272, 628, 162, 1612, 848, 786, 10, 2028, 1041, 2572, 2138, 1290, 300, 1610, 1196, 3108, 1561, 2294, 3175, 1103, 1554, 1136, 411, 1302, 3549, 2739, 3398, 922, 2381, 477, 1704, 2823, 3249, 1821, 3251, 1089, 3018, 3040, 1475, 1875, 2575, 482, 3324, 1147, 1923, 2956, 714, 1755, 3213, 2134, 2707, 1025, 479, 316, 3704, 2641, 2883, 188, 2671, 1455, 2395, 2596, 2139, 118, 830, 2353, 19, 252, 1831, 2278, 1799, 2717, 1910, 1033, 1271, 218, 2355, 745, 1246, 3552, 2001, 2693, 2628, 3528, 2105, 247, 1288, 2770, 2329]"
5378,"[1136, 750, 908, 858, 260, 1247, 1198, 1230, 1196, 1265]","[3157, 2686, 3095, 2762, 2337, 2758, 3704, 1081, 3678, 2433, 3516, 3639, 647, 3097, 2746, 2434, 3061, 2102, 3671, 2759, 233, 2333, 2070]"
3685,"[2571, 527, 2762, 1, 1307, 1288, 541, 1704, 750, 1387]","[1245, 1271, 2628, 1968, 3702, 3429, 471, 2291, 475, 551, 1179, 2762, 1447, 2891, 2951, 3527, 3508, 1673, 1291, 1129, 515, 1193, 2108, 553, 373, 1965, 25, 1704, 441, 1639, 2076, 1732, 1729, 1288, 2329, 2571, 1206]"
4425,"[260, 1198, 1196, 593, 1240, 296, 1136, 1307, 1265, 2571]","[3256, 29, 1704, 593, 296, 923, 410, 830, 1641, 3498, 3362, 2124, 1046, 1198, 1196, 1247, 1952, 3111, 2571, 2029, 1307, 1527, 2672, 2732, 955, 508, 924, 1, 3135, 260, 1222, 2160]"
4085,"[1196, 2571, 1270, 1265, 2028, 1610, 50, 480, 3448, 1136]","[3639, 1370, 1466, 1270, 480, 3361, 441, 2376, 153, 3716, 161, 2146, 1610, 3793, 2692, 3478, 3593, 3896, 2028, 2058, 2889, 2891, 3477, 3052, 337, 1231, 1717, 1500, 2406, 3101, 553, 3502, 539, 616, 653, 2402, 647, 1958, 3556, 381, 830, 2424, 2710, 1804, 2262, 2111, 1394, 3249, 1410, 2805, 2231, 292, 2803, 3317, 2942, 1353, 3949, 3623, 3053, 2261, 3360, 3512, 2474, 3114, 3528, 118, 1379, 3148, 2005, 2006, 2581, 1380, 2600, 104, 2959, 3852, 3701, 3301]"
461,"[1270, 858, 1097, 2194, 1387, 2028, 2571, 593, 3471, 590]","[1220, 3501, 3255, 858, 1092, 164, 3467, 318, 508, 3098, 2467, 2861, 1375, 1711, 920, 500, 2797, 3448, 1466, 2278, 2028, 435, 3147, 1299, 1270, 2141, 373, 2046, 2852, 3868, 3706]"
5355,"[1240, 318, 1270, 1136, 296, 1197, 1097, 1036, 527, 589]","[3811, 2037, 1084, 1193, 590, 1610, 3095, 1172, 3363, 1997, 3359, 1246, 2355, 1136, 3510, 2396, 318, 3036, 2160]"
