user_id,groundtruth,top10_recommendations
307,"[1, 2049, 1287, 1422, 1556, 1304, 1179, 541, 670, 417, 803, 2339, 1447, 2087, 1327, 1972, 567, 63, 326, 1734, 1875, 1760, 738, 739, 1252, 1380, 2020, 1259, 1389, 750, 625, 884, 245, 2165, 760, 379, 382, 895]","[760, 830, 1451, 382, 541, 2093, 857, 218, 2048, 1347]"
308,"[1248, 795, 739, 1668, 2053, 1448, 2248, 938, 1451, 239, 1810, 627, 856, 987, 1629, 670]","[830, 1010, 165, 755, 627, 1447, 1451, 2144, 670, 738]"
309,"[1024, 1028, 1798, 1030, 1914, 1183, 672, 426, 173, 1974, 1470, 450, 338, 347, 1509, 231, 1386, 364, 1016, 505, 506, 767]","[1451, 2339, 1926, 1402, 1907, 1030, 1784, 1675, 66, 2151]"
313,"[1024, 1921, 2181, 778, 1165, 785, 1169, 1175, 1179, 1691, 1310, 1696, 801, 803, 572, 573, 2125, 850, 1875, 1877, 91, 1891, 1395, 1916]","[768, 803, 541, 761, 760, 577, 594, 737, 578, 780]"
315,"[738, 1225, 842, 2314, 938, 2185, 1296, 1554, 1394, 349]","[204, 765, 1554, 2284, 1735, 1776, 688, 842, 2339, 670]"
318,"[2048, 1024, 1669, 1030, 778, 1419, 1938, 663, 669, 1055, 2336, 1696, 803, 2089, 939, 1451, 175, 304, 566, 695, 1856, 2114, 837, 1733, 326, 1481, 850, 341, 342, 856, 986, 1883, 478, 2270, 1251, 1254, 2157, 627, 1012, 2164, 2038, 1656, 2299, 1276, 382]","[830, 968, 787, 341, 856, 1091, 382, 1030, 663, 1451]"
320,"[66, 388, 1925, 165, 1927, 968, 2409, 1326, 16, 2165, 2008, 1402, 1629, 767]","[1010, 2144, 359, 774, 379, 817, 1402, 1554, 1310, 189]"
325,"[768, 1669, 1419, 780, 399, 16, 914, 1171, 794, 670, 1183, 801, 803, 1317, 817, 309, 578, 587, 2123, 850, 91, 1515]","[573, 780, 1687, 670, 737, 567, 768, 341, 739, 1696]"
326,"[2049, 2183, 1041, 1173, 2336, 1696, 1833, 944, 51, 2230, 1720, 1225, 857, 218, 2407, 746, 495, 1651, 759, 762]","[2049, 759, 478, 2124, 1939, 760, 1390, 577, 1827, 1766]"
328,"[1537, 2181, 1926, 774, 1030, 1417, 1925, 2319, 914, 797, 2339, 1450, 2222, 2227, 1205, 183, 1208, 575, 1861, 1350, 1618, 210, 727, 857, 218, 91, 1244, 349, 1886, 1756, 2272, 2017, 1380, 740, 744, 745, 748, 1784, 1660, 1277]","[780, 206, 382, 231, 740, 830, 1030, 670, 31, 1810]"
330,"[643, 135, 1931, 12, 1675, 403, 534, 663, 794, 667, 798, 31, 159, 1055, 930, 1450, 1584, 1842, 1972, 1077, 184, 954, 1211, 828, 189, 2112, 2244, 327, 1096, 1097, 1867, 721, 344, 2392, 1370, 91, 347, 605, 2270, 2271, 856, 2018, 996, 870, 1001, 1389, 749, 1016, 2172, 1789, 382]","[1030, 1907, 856, 1932, 218, 968, 383, 1339, 666, 91]"
331,"[737, 705, 1447, 1001, 781, 206, 369, 91, 1789, 1919]","[191, 632, 206, 1451, 189, 1817, 1030, 667, 1907, 1868]"
332,"[1696, 801, 2050, 579, 578, 582, 778, 588, 2125, 2097, 148, 1877, 695, 2393, 191]","[760, 567, 1170, 768, 1347, 574, 572, 737, 579, 478]"
335,"[1216, 930, 2115, 996, 839, 840, 1610, 842, 204, 1485, 780, 1584, 628, 22, 1591, 829, 1214]","[743, 1584, 839, 842, 1709, 765, 688, 204, 2339, 930]"
336,"[0, 2339, 1157, 198, 1417, 2283, 1679, 464, 341, 470, 123, 989]","[1885, 837, 245, 1124, 954, 2363, 1154, 1518, 1584, 1202]"
337,"[2048, 1537, 1410, 2053, 1042, 1427, 924, 31, 417, 936, 1327, 2226, 1842, 566, 2363, 1470, 837, 1350, 1735, 581, 454, 206, 1871, 1745, 1370, 220, 2144, 1760, 738, 1251, 100, 2151, 2153, 1515, 1645, 1776, 761, 379]","[837, 975, 379, 206, 738, 1584, 627, 245, 748, 541]"
338,"[2050, 2303, 197, 495, 786, 1939, 1791, 1173, 1887, 189, 728, 667, 572, 1821, 731, 767]","[191, 760, 632, 667, 341, 382, 1451, 189, 737, 768]"
341,"[1760, 930, 1669, 1157, 7, 1584, 1459, 627, 22, 222, 63]","[1584, 765, 1554, 1205, 740, 309, 627, 738, 1211, 975]"
342,"[1155, 1669, 1926, 2185, 906, 1419, 271, 1298, 1530, 1688, 26, 1057, 2339, 173, 1327, 688, 948, 1974, 827, 829, 193, 579, 841, 1359, 2389, 2392, 1630, 996, 740, 1389, 375, 2042, 379, 2430, 2047]","[1211, 205, 2406, 318, 1244, 841, 1836, 1926, 474, 426]"
345,"[2048, 1926, 1927, 1421, 1688, 1690, 410, 38, 1446, 1451, 1068, 2349, 433, 306, 577, 1225, 330, 587, 335, 341, 216, 865, 617, 1906, 115, 884, 1654, 633, 2046, 767]","[1004, 1499, 1211, 383, 1205, 2090, 165, 1584, 1451, 2112]"
348,"[1280, 2184, 2442, 780, 22, 663, 1944, 794, 1696, 2339, 1202, 2112, 1361, 1760, 740, 746, 1515, 748, 1389, 1774, 753, 380, 765, 382]","[382, 765, 780, 379, 740, 1451, 850, 670, 1810, 739]"
350,"[1731, 740, 2312, 1417, 1609, 1804, 1554, 2227, 756, 850, 1817, 2074, 2238]","[2389, 206, 1584, 1225, 739, 1451, 1554, 379, 1669, 2339]"
351,"[1154, 1412, 1288, 2312, 139, 2317, 1296, 785, 148, 22, 895, 1175, 1817, 1178, 2075, 2076, 924, 154, 1311, 799, 32, 1827, 165, 2215, 936, 1449, 298, 43, 2090, 175, 1456, 1073, 51, 1077, 1854, 1342, 832, 704, 325, 326, 1865, 76, 1741, 206, 975, 722, 979, 1754, 91, 1885, 737, 738, 98, 996, 101, 356, 1383, 614, 1388, 2284, 632, 1776, 760, 1914, 1407]","[1885, 1970, 837, 1206, 627, 206, 418, 765, 172, 638]"
354,"[1927, 1675, 139, 1419, 1808, 1296, 1687, 1816, 27, 672, 427, 1977, 444, 2237, 450, 965, 1866, 1867, 465, 2130, 1879, 2009, 2016, 737, 2154, 1778, 884, 1653, 1270, 633, 379]","[206, 379, 1885, 1451, 139, 1636, 1584, 231, 1470, 1926]"
365,"[768, 1921, 770, 1416, 1171, 1304, 1177, 1836, 1790, 2234, 1216, 2114, 1608, 1609, 975, 1879, 1496, 91, 744, 747, 237, 2302]","[850, 765, 2125, 1205, 770, 379, 776, 739, 1554, 309]"
367,"[1024, 2312, 1417, 778, 2314, 2185, 781, 403, 276, 1046, 668, 160, 2082, 2087, 1064, 168, 298, 1451, 1073, 1975, 1339, 964, 454, 1225, 205, 975, 858, 1883, 2147, 356, 100, 742, 2409, 2025, 240, 1907, 1784, 380]","[1447, 830, 218, 1339, 985, 1848, 1972, 206, 878, 285]"
371,"[1888, 1089, 2339, 1124, 165, 1513, 1642, 748, 975, 1040, 1906, 1974, 1371, 1788]","[1885, 1154, 837, 1211, 226, 1205, 975, 1202, 2165, 499]"
375,"[1697, 1474, 1740, 206, 2353, 1202, 2226, 1719, 1949, 382]","[462, 2339, 474, 705, 1624, 1784, 756, 1889, 139, 1668]"
376,"[578, 165, 744, 776, 1322, 1659, 1361, 753, 785, 662, 823, 1691, 541, 2238]","[765, 541, 165, 738, 670, 379, 1205, 1554, 206, 478]"
379,"[0, 289, 32, 806, 1931, 748, 1709, 1784, 2259, 2392, 285, 351]","[139, 1669, 780, 206, 1784, 382, 189, 1225, 31, 1208]"
384,"[0, 1760, 1763, 1669, 1926, 1350, 1417, 76, 333, 1012, 26, 765, 670]","[379, 1584, 748, 670, 975, 1211, 765, 231, 206, 226]"
385,"[1925, 1669, 914, 148, 1687, 1944, 165, 302, 1076, 578, 458, 2392, 95, 351, 738, 1251, 739, 1131, 2045]","[139, 1687, 739, 1451, 285, 670, 1208, 379, 1669, 1157]"
389,"[1184, 165, 1829, 775, 774, 1317, 1420, 1999, 721, 1202, 850, 2418, 2039, 1208, 2299, 1309, 1310]","[1310, 775, 2423, 111, 1251, 1827, 2270, 2093, 1814, 1257]"
391,"[0, 1024, 774, 6, 136, 778, 1808, 16, 276, 154, 541, 2336, 806, 1839, 1459, 695, 830, 578, 1091, 68, 1866, 206, 722, 338, 856, 222, 1129, 746, 1388, 1516, 622, 749, 1776, 753, 755, 2038, 761, 379]","[2144, 774, 1202, 1004, 1696, 1687, 670, 740, 189, 657]"
395,"[738, 803, 739, 1926, 1516, 206, 784, 753, 1810, 760, 2038, 566, 1974, 569, 1147, 1886, 159]","[189, 830, 206, 31, 218, 1810, 1347, 1183, 857, 2048]"
397,"[1696, 769, 739, 1796, 1350, 1450, 2090, 1451, 1784, 753, 754, 657, 2389, 22, 1624]","[189, 206, 857, 1810, 780, 830, 1451, 495, 341, 1010]"
401,"[2048, 768, 16, 914, 1055, 31, 1450, 43, 1327, 1205, 1077, 1848, 189, 2124, 341, 726, 857, 225, 231, 2409, 1519, 753, 755, 2172, 2046, 383]","[206, 189, 165, 740, 31, 857, 1696, 541, 1669, 670]"
402,"[1157, 639, 1168, 1687, 794, 2082, 39, 1584, 1456, 2226, 1975, 311, 695, 2112, 2113, 326, 1866, 1877, 853, 2135, 2009, 350, 1760, 617, 2409, 1134, 627, 638, 383]","[245, 837, 1206, 1669, 418, 627, 1154, 383, 780, 1205]"
407,"[992, 577, 1889, 1156, 1833, 458, 747, 589, 1171, 662, 568, 154, 349, 31]","[462, 976, 577, 579, 2049, 632, 2270, 1810, 576, 986]"
408,"[1669, 1030, 903, 1293, 657, 1810, 276, 1941, 662, 278, 794, 798, 806, 38, 686, 1584, 817, 1972, 837, 206, 1871, 1490, 1885, 1907, 2165, 761, 380, 1789]","[206, 91, 1030, 189, 31, 1669, 1972, 537, 1055, 755]"
410,"[768, 2050, 131, 778, 12, 2444, 140, 1808, 785, 789, 1174, 791, 1563, 1308, 669, 667, 1055, 2340, 823, 567, 189, 2112, 1731, 2118, 454, 842, 1876, 1621, 2262, 855, 1496, 733, 740, 1255, 1776, 1779, 884, 1660, 382]","[740, 765, 748, 379, 850, 2125, 231, 309, 541, 778]"
411,"[1281, 1025, 1795, 1157, 778, 12, 913, 1429, 1942, 791, 1175, 1691, 1055, 31, 801, 674, 38, 2349, 686, 690, 691, 1977, 2112, 578, 1732, 1861, 2244, 1865, 1482, 586, 1365, 1880, 1370, 1504, 1762, 1122, 1124, 2148, 2406, 231, 2023, 105, 740, 2281, 1772, 1389, 2287, 1778, 755, 633, 506, 2429, 2046, 2047]","[1776, 780, 1778, 670, 740, 1810, 1554, 382, 748, 1777]"
414,"[1288, 789, 791, 792, 26, 32, 165, 2348, 433, 2046, 823, 1854, 220, 733, 2270, 478, 742, 232, 1004, 755, 759, 382]","[478, 737, 541, 189, 791, 2093, 31, 857, 658, 789]"
423,"[1024, 1042, 2076, 541, 1577, 2090, 2095, 568, 581, 587, 589, 2130, 92, 1629, 1123, 2150, 627, 1660, 2186, 1675, 145, 1170, 1169, 1175, 674, 165, 1204, 1205, 1719, 189, 1220, 2244, 205, 723, 2270, 2272, 738, 232, 745, 1257, 2287, 1268, 761, 2298, 763, 1277, 1280, 2305, 771, 776, 777, 1804, 784, 1300, 796, 1310, 2336, 801, 1317, 1322, 1835, 1837, 302, 823, 829, 1350, 843, 845, 850, 2423, 2442, 1430, 1949, 943, 438, 453, 965, 989, 1513, 2026, 1010, 1012, 2038, 1016, 1530, 1021]","[541, 189, 765, 738, 165, 780, 784, 1010, 578, 850]"
424,"[1215, 541, 1251, 964, 806, 1287, 265, 777, 1225, 780, 1205, 1174, 1014, 31, 63, 382, 1311]","[2090, 780, 165, 765, 541, 738, 1317, 657, 1205, 379]"
425,"[541, 739, 1669, 1926, 968, 1225, 1866, 1805, 206, 1808, 1459, 22, 1975, 1784, 1016, 189, 2238]","[780, 765, 206, 2165, 837, 670, 1225, 1669, 739, 231]"
428,"[2082, 1571, 1796, 165, 742, 1509, 1322, 1931, 206, 1777, 850, 627, 1010, 1046, 379, 541, 895]","[206, 541, 1554, 765, 1010, 379, 165, 1669, 341, 189]"
435,"[1281, 740, 996, 966, 165, 1448, 1225, 1274, 2441, 1292, 205, 1487, 1237, 730, 1916]","[1584, 1926, 748, 165, 670, 751, 842, 829, 1629, 739]"
437,"[1024, 267, 524, 784, 1049, 1179, 155, 2334, 422, 40, 1450, 1451, 43, 1068, 427, 1839, 1584, 183, 1214, 963, 842, 464, 474, 989, 1629, 349, 1760, 1638, 744, 1513, 2283, 109, 878, 2286, 751, 113, 1906, 2419, 1518, 1404]","[1584, 843, 2339, 43, 773, 780, 1154, 1926, 1068, 1848]"
441,"[1152, 647, 136, 17, 403, 1301, 1818, 1179, 1436, 154, 1696, 1451, 427, 44, 823, 954, 829, 830, 2114, 837, 968, 1225, 1361, 213, 216, 985, 1886, 2143, 737, 1763, 740, 745, 1516, 884, 2423, 2045, 2047]","[1451, 1696, 1317, 1183, 740, 165, 382, 1810, 830, 1416]"
443,"[0, 2050, 579, 803, 1421, 2351, 594, 1919, 189, 1498, 1789, 574, 2303]","[760, 1861, 577, 341, 541, 382, 478, 780, 567, 784]"
444,"[1474, 930, 1668, 2150, 1929, 748, 1294, 1202, 1010, 2259, 213, 790, 1687, 2226, 1554, 309, 2422, 765]","[765, 1776, 1205, 1554, 1530, 748, 2284, 850, 309, 776]"
450,"[1793, 1416, 777, 12, 1166, 657, 1939, 1173, 798, 2351, 1978, 1347, 587, 850, 1875, 722, 1496, 91, 989, 1760, 746, 748, 1012, 760]","[768, 541, 760, 478, 784, 567, 2049, 576, 777, 1910]"
451,"[1988, 938, 781, 206, 975, 1488, 1777, 734, 1554, 372, 1021, 1630]","[160, 359, 1124, 1523, 2144, 1248, 121, 765, 1021, 1554]"
452,"[2050, 770, 657, 1817, 26, 1436, 1180, 31, 1696, 1789, 1836, 1975, 1848, 2112, 341, 2269, 231, 744, 746, 1131, 2284, 627, 1784, 1402, 1276, 1405]","[657, 1317, 857, 1696, 1347, 1208, 670, 658, 1760, 1429]"
453,"[2306, 1157, 139, 657, 1810, 19, 426, 1450, 1848, 828, 1854, 458, 2389, 857, 1631, 738, 2026, 748, 495, 1906, 2419, 1907, 507]","[139, 1810, 1450, 1310, 1784, 760, 775, 1636, 462, 189]"
455,"[737, 771, 803, 740, 695, 1866, 975, 1584, 1975, 728, 91, 829]","[1554, 780, 748, 738, 740, 578, 309, 1584, 850, 1776]"
456,"[2048, 657, 1810, 22, 663, 1817, 665, 1691, 36, 1317, 2215, 683, 304, 1980, 1215, 326, 206, 342, 729, 218, 478, 1760, 1636, 231, 746, 1010, 627, 1402, 379, 1277, 766]","[189, 1760, 657, 1827, 1696, 2048, 1810, 2184, 1004, 1010]"
460,"[1035, 780, 1297, 665, 281, 1691, 541, 798, 1974, 574, 1727, 2112, 321, 1730, 326, 841, 1225, 2123, 206, 1877, 1237, 1496, 2392, 1370, 2146, 102, 2287, 753, 1906, 241, 895]","[1776, 850, 777, 541, 2125, 765, 761, 784, 2284, 795]"
461,"[739, 1926, 2153, 1419, 1293, 1202, 1237, 1687, 1913, 794, 1179, 349, 1279]","[1584, 1926, 2339, 670, 739, 740, 1669, 748, 1451, 1784]"
465,"[2049, 1794, 2317, 783, 784, 1169, 914, 661, 1173, 26, 165, 2091, 44, 828, 577, 195, 1731, 1859, 2248, 1868, 725, 2392, 986, 731, 1257, 1131, 2035, 1910, 759, 2045, 2303]","[2093, 657, 1347, 1827, 1810, 658, 478, 1251, 737, 189]"
470,"[578, 1219, 2052, 805, 740, 1833, 204, 1754, 349, 382, 799]","[462, 760, 478, 579, 737, 1810, 572, 577, 750, 541]"
473,"[609, 770, 2178, 1383, 1866, 139, 1389, 1370, 2097, 1618, 914, 1975, 85, 215, 1848, 474, 189, 1886]","[1010, 1848, 139, 160, 2113, 2151, 1866, 1030, 218, 1225]"
474,"[6, 1554, 663, 791, 1433, 794, 1437, 1438, 930, 1702, 2215, 1836, 841, 1871, 1493, 213, 1630, 743, 1642, 1274]","[1004, 2165, 1430, 773, 1215, 765, 1836, 165, 1154, 379]"
475,"[1537, 132, 1157, 773, 7, 1419, 1293, 14, 654, 1429, 1431, 1691, 930, 1579, 1326, 688, 1584, 1458, 1459, 1969, 58, 1217, 2113, 1602, 2370, 838, 465, 1499, 1763, 740, 614, 2165, 378, 1660]","[1207, 639, 499, 1885, 136, 1805, 1836, 318, 837, 1584]"
476,"[577, 705, 2370, 740, 226, 938, 333, 1459, 1975, 1497, 1533]","[1885, 1154, 1207, 1205, 1805, 627, 226, 1211, 1554, 954]"
481,"[1024, 2, 770, 6, 777, 657, 1169, 1044, 663, 1688, 794, 1691, 924, 157, 803, 1828, 683, 172, 1837, 686, 1839, 1068, 574, 447, 326, 588, 2259, 2392, 1372, 2269, 1887, 1762, 740, 357, 232, 2409, 746, 2284, 2285, 1134, 1906, 1907, 2419, 245, 627, 761, 1021]","[206, 777, 91, 341, 31, 1669, 755, 165, 1451, 765]"
492,"[382, 7, 2185, 638, 12, 2349, 1339, 830, 578, 1225, 975, 1361, 341, 1016, 866, 1515, 241, 884, 1014, 632, 766]","[1907, 1030, 218, 830, 968, 667, 632, 1451, 382, 495]"
493,"[418, 356, 1157, 230, 1448, 938, 205, 686, 335, 1584, 657, 753, 2259, 472, 378, 1211, 1914, 1855]","[1154, 205, 639, 2135, 318, 1211, 1592, 2075, 621, 1207]"
495,"[1030, 2441, 16, 938, 2227, 823, 829, 839, 842, 335, 213, 854, 1760, 1889, 740, 2151, 2153, 1516, 108, 239, 382]","[780, 1317, 206, 1554, 670, 1926, 740, 1225, 1810, 382]"
498,"[1157, 2087, 574, 1001, 1609, 1179, 304, 1307, 1395, 1300, 1301, 2166, 663, 1304, 795, 798, 1183]","[1907, 1451, 165, 780, 341, 91, 806, 206, 232, 1179]"
504,"[737, 2087, 780, 975, 850, 1554, 1459, 309, 534, 183, 349, 829]","[780, 765, 1554, 670, 738, 748, 309, 1205, 627, 1885]"
508,"[1156, 900, 1030, 774, 263, 1675, 1419, 1421, 1169, 275, 282, 541, 1919, 315, 194, 1091, 1476, 1092, 197, 1988, 838, 1101, 1741, 1624, 2265, 986, 737, 1249, 236, 1774, 751, 495, 755, 1784, 763, 1021, 767]","[1784, 1010, 1225, 1202, 359, 1156, 2312, 1866, 2339, 495]"
512,"[803, 1416, 139, 2093, 2422, 278, 1691, 380, 1981, 1023]","[541, 761, 663, 2049, 755, 784, 1776, 765, 850, 189]"
514,"[768, 705, 674, 1827, 738, 804, 704, 167, 1451, 719, 341, 218, 667, 572, 1982]","[2049, 760, 737, 577, 576, 2299, 572, 750, 2270, 768]"
516,"[1696, 1347, 1380, 773, 2410, 1688, 878, 569, 1552, 728, 1618, 148, 568, 665, 1818, 1854, 1183]","[780, 1451, 165, 382, 740, 26, 778, 1696, 830, 1810]"
517,"[1537, 1030, 1810, 1172, 667, 29, 1320, 1585, 1791, 566, 572, 189, 574, 828, 2114, 1347, 581, 1225, 1738, 589, 206, 722, 341, 1635, 740, 868, 1636, 739, 998, 2153, 625, 1014, 383]","[191, 968, 495, 218, 1817, 632, 1756, 667, 2017, 830]"
519,"[1927, 784, 914, 1810, 1300, 1942, 793, 26, 667, 542, 936, 1451, 304, 1202, 1842, 573, 445, 1347, 1091, 454, 1737, 203, 2263, 728, 347, 349, 2017, 760, 754, 1906, 1784, 1659, 765, 383]","[1451, 780, 165, 740, 670, 1810, 760, 189, 1687, 784]"
522,"[0, 705, 1317, 806, 1687, 1776, 657, 1777, 1554, 850, 1944, 695, 2392]","[765, 1776, 478, 850, 780, 670, 2125, 379, 737, 578]"
523,"[1040, 24, 1049, 2075, 28, 541, 1569, 1575, 2093, 1584, 57, 2129, 112, 1651, 1140, 118, 2171, 640, 1154, 135, 1170, 662, 1687, 155, 1183, 165, 168, 1706, 726, 2263, 1758, 735, 738, 1255, 744, 232, 1776, 752, 245, 1784, 2301, 767, 768, 769, 2303, 1796, 774, 777, 2319, 1296, 785, 1300, 793, 2333, 1317, 1833, 1836, 2349, 823, 316, 317, 327, 850, 343, 349, 351, 359, 364, 878, 1906, 2419, 1908, 1403, 895, 1922, 1413, 422, 1447, 940, 1466, 470, 1503, 486, 1001, 499, 2045]","[1447, 359, 160, 964, 218, 1339, 990, 189, 31, 403]"
527,"[1030, 7, 267, 21, 537, 26, 672, 1451, 1836, 1584, 177, 1974, 567, 1206, 1210, 2363, 1985, 1609, 2128, 1361, 979, 2133, 987, 2399, 1889, 996, 1129, 1515, 1259, 1772, 1262, 624, 626, 1397, 383]","[1437, 526, 136, 1139, 1404, 990, 41, 1154, 2358, 1441]"
528,"[768, 579, 1251, 739, 2303, 478, 754, 594, 341, 2268, 189, 798, 31]","[777, 478, 541, 2049, 765, 768, 577, 738, 670, 780]"
529,"[2048, 1889, 2339, 165, 2183, 2285, 1774, 754, 2165, 214, 438]","[765, 541, 1554, 165, 780, 748, 206, 740, 478, 578]"
530,"[1798, 6, 1030, 1417, 2314, 778, 780, 1419, 17, 1433, 31, 1311, 1315, 38, 2222, 309, 1848, 954, 189, 1085, 63, 2113, 66, 579, 1861, 455, 206, 1358, 85, 216, 740, 1636, 622, 1264, 638, 767]","[1287, 1451, 1004, 1389, 1561, 351, 1402, 904, 778, 231]"
532,"[774, 775, 2184, 6, 139, 1804, 2317, 1810, 1042, 148, 662, 924, 2339, 938, 1450, 43, 1839, 1327, 817, 1202, 2227, 2237, 1987, 68, 839, 842, 1867, 850, 1370, 737, 1389, 754]","[2165, 1777, 1805, 379, 1554, 349, 850, 670, 2237, 2306]"
533,"[605, 987, 878, 1842, 1042, 566, 1624, 793, 347, 157]","[780, 206, 165, 670, 341, 541, 1451, 740, 382, 379]"
535,"[705, 2178, 356, 774, 1448, 1449, 1225, 1327, 688, 2226, 1459, 1842, 1205, 2235, 349]","[688, 1776, 738, 578, 349, 670, 2284, 850, 309, 478]"
538,"[705, 1735, 2248, 1383, 1274, 2284, 1295, 688, 2159, 1554, 1459, 2008, 1466]","[1205, 765, 1554, 379, 1584, 165, 780, 748, 627, 2339]"
542,"[1028, 1669, 132, 6, 1040, 914, 1431, 664, 1179, 1691, 1439, 672, 1826, 1315, 1317, 172, 1709, 1454, 948, 1461, 1972, 823, 58, 1082, 1980, 954, 63, 1216, 1215, 1092, 838, 330, 844, 2125, 332, 975, 1361, 468, 213, 1750, 2135, 856, 1237, 350, 739, 2276, 355, 2150, 359, 105, 2281, 746, 1386, 745, 622, 497, 1137, 1523, 247, 250, 510]","[1805, 954, 990, 843, 359, 1523, 121, 975, 418, 638]"
545,"[832, 768, 130, 1600, 1123, 2149, 0, 733, 427, 1068, 347, 220, 285, 1055]","[218, 989, 760, 667, 1030, 830, 768, 1347, 382, 191]"
548,"[6, 1552, 1555, 536, 2074, 1055, 2089, 2090, 567, 1591, 575, 1097, 1618, 87, 113, 118, 123, 1661, 1668, 2183, 1169, 658, 1685, 663, 664, 665, 1178, 667, 1175, 1697, 683, 688, 1202, 1205, 2235, 2237, 1216, 1220, 204, 1235, 726, 225, 1251, 744, 746, 748, 753, 756, 1274, 1279, 1793, 774, 2312, 2314, 779, 2319, 285, 1322, 829, 830, 1349, 837, 1877, 342, 1879, 1880, 2389, 862, 2399, 356, 359, 1898, 1389, 1402, 382, 895, 1416, 1936, 914, 1427, 1429, 1430, 1942, 1944, 1434, 1436, 1949, 1447, 426, 1450, 1461, 1466, 468, 2008, 989, 2023, 1004, 1011, 1014]","[541, 657, 740, 738, 746, 379, 1317, 2090, 382, 784]"
549,"[768, 1537, 2050, 2307, 1794, 1157, 1030, 6, 1154, 265, 1036, 16, 19, 1300, 661, 1173, 1176, 1178, 669, 32, 1442, 1317, 938, 1326, 302, 2097, 1202, 690, 309, 1978, 186, 1983, 1600, 1729, 1728, 1219, 196, 325, 837, 1861, 191, 713, 195, 331, 1101, 1873, 466, 722, 2259, 341, 342, 2135, 344, 217, 730, 91, 1885, 95, 737, 99, 356, 1251, 101, 1383, 359, 745, 2284, 878, 499, 2047]","[1211, 499, 1584, 765, 541, 309, 1687, 578, 341, 318]"
550,"[1792, 769, 1157, 778, 785, 658, 1810, 1177, 1023, 798, 167, 2047, 1347, 1861, 327, 341, 346, 478, 1253, 746, 1661, 383]","[341, 206, 1451, 191, 91, 1030, 189, 968, 667, 1810]"
551,"[1793, 1287, 2089, 1228, 751, 817, 1394, 1816, 889, 1979, 93]","[160, 1124, 121, 837, 1154, 954, 1700, 245, 990, 333]"
555,"[454, 232, 1210, 1274, 842, 780, 394, 753, 625, 1684, 757, 567, 1498, 347, 1244, 1183]","[841, 1600, 2237, 670, 2233, 780, 1790, 578, 1776, 462]"
557,"[7, 1169, 17, 1176, 1817, 798, 670, 1183, 806, 1076, 191, 2112, 588, 2125, 85, 1365, 1624, 730, 91, 1760, 232, 2409, 1131, 2035, 760, 1403, 382]","[382, 1451, 670, 737, 667, 541, 165, 189, 218, 31]"
565,"[1374, 382, 1251, 773, 1734, 359, 427, 1294, 785, 285, 1276, 1087, 1886, 863]","[1465, 1836, 780, 1584, 1317, 1926, 2075, 231, 165, 1157]"
566,"[2178, 1283, 132, 839, 840, 841, 842, 2130, 2101, 2135]","[1205, 2165, 499, 938, 204, 765, 1554, 309, 1776, 1836]"
568,"[705, 1609, 268, 173, 466, 2227, 914, 504, 1561, 410, 1692]","[1154, 1885, 499, 1211, 1207, 93, 205, 2135, 843, 1654]"
569,"[160, 2339, 2404, 26, 1030, 1539, 426, 1294, 497, 506, 2227, 1977, 1946, 987, 189]","[1470, 1669, 232, 778, 26, 1974, 245, 206, 1030, 1361]"
570,"[1248, 1216, 769, 353, 805, 453, 1710, 2130, 1237, 670, 31]","[499, 1885, 1584, 837, 954, 2339, 1629, 638, 930, 1417]"
574,"[1157, 1417, 778, 418, 165, 1449, 311, 842, 204, 989, 1630, 739, 1124, 231, 1394, 627, 245, 1784, 633]","[1885, 1417, 1211, 1154, 245, 418, 627, 1207, 1584, 829]"
576,"[2178, 382, 1927, 1419, 780, 148, 1174, 791, 1688, 665, 1691, 191, 85, 726, 2272, 359, 1389, 1776, 1777, 1278]","[206, 780, 765, 627, 382, 379, 1669, 830, 670, 1554]"
578,"[1760, 2272, 740, 841, 1004, 1554, 627, 1205, 1206, 1429]","[1205, 765, 379, 165, 2165, 748, 627, 309, 740, 1554]"
582,"[0, 1416, 2316, 1932, 1299, 1300, 662, 669, 2210, 1463, 327, 1881, 748, 1518, 624, 754, 1907, 1906, 379, 382]","[1470, 1881, 1502, 1416, 165, 780, 232, 206, 740, 382]"
584,"[0, 738, 2082, 356, 2339, 743, 1758, 1296, 1554, 662, 474, 1629, 478]","[2312, 760, 206, 1451, 139, 2339, 382, 739, 341, 780]"
586,"[704, 1760, 674, 165, 968, 2093, 1839, 2223, 753, 594, 850, 1938, 789, 22, 658, 987, 285, 1182]","[218, 495, 1450, 1810, 1827, 884, 31, 1010, 1402, 285]"
587,"[769, 771, 1927, 7, 647, 2312, 139, 1292, 525, 144, 1168, 1810, 1939, 275, 787, 1687, 1304, 794, 1180, 541, 31, 167, 302, 690, 691, 1332, 1205, 1980, 191, 575, 576, 1091, 197, 1868, 1361, 342, 343, 1881, 218, 737, 1252, 744, 2164, 1012, 1910, 760, 2046, 2303]","[787, 218, 632, 760, 737, 382, 728, 1810, 341, 572]"
589,"[992, 1889, 993, 197, 2153, 2156, 1741, 2416, 2097, 564, 341, 251]","[1810, 1450, 1451, 1784, 495, 986, 1638, 191, 189, 1741]"
590,"[704, 771, 1898, 12, 748, 206, 784, 1554, 755, 341, 661, 1621, 1496, 566, 1563]","[541, 784, 777, 737, 341, 968, 768, 2049, 189, 663]"
